x_m,y_m,z_m
-2.047016394436087794e-01,-3.503991327141443846e-02,-2.758144462387391860e-01
-2.522880631170597576e-01,2.510371557357888861e-01,-1.516511609465924226e-01
3.228871617046259745e-02,3.673981318019532427e-01,3.500507456424518105e-01
-1.374810344570765452e-01,-1.673497918595713840e-01,1.696778765147216039e-01
-2.380198290227898694e-01,1.013604488843253687e-01,2.020343154956973364e-01
6.839989856401869350e-02,2.266483319158195398e-02,1.297157843688780121e-01
-3.618500476460903004e-01,2.723626045868384749e-01,1.271324969093109714e-01
1.452153451464857914e-01,3.552856099301667236e-01,-1.075715753085366849e-01
3.351174191121952806e-01,-4.835977056968003562e-02,-1.278468834892909911e-01
-3.395322279163081602e-01,1.402948686441867210e-01,3.813094141101632251e-01
-2.135273892798429385e-01,2.953952087018222872e-01,4.684507183826290833e-01
2.625536500823808517e-01,-4.173486216319143294e-01,1.206549053381628274e-02
-2.734226003097446345e-01,-1.651224946779517033e-02,4.785089651425826207e-01
1.107846423462123253e-01,-2.215054507735454703e-01,-2.708104281467181851e-01
-1.364455919068527923e-01,3.597463077328652004e-01,-1.833089095106165134e-01
5.129316258645501281e-02,4.191102712759400273e-01,2.300244563221382765e-01
4.383749975454470649e-01,9.313027923295530072e-03,-1.299298153855225624e-01
1.807195799543569875e-02,-5.710711578132982719e-03,-2.702840089431398640e-01
1.670549195283466126e-01,-2.594885208493974416e-01,4.804701318138833721e-01
3.080867560738060132e-02,-1.419621481482521153e-01,-1.105067047146284925e-01
9.332570914487017810e-02,-1.592280059584247863e-03,2.619710577086319936e-01
-8.873862749699634733e-02,-1.596107848802519880e-01,3.274520282725416065e-01
4.137333834826141532e-02,-2.831556814260711707e-01,-1.963251969187325141e-01
-1.684195435764173077e-01,1.939463306015415389e-01,1.387283087037058105e-01
6.579248787639437046e-02,-1.166574577360948162e-01,-3.499984887727237703e-01
4.090283624345950608e-01,-1.460188483218597399e-01,1.228027583663723193e-02
6.876732335893397108e-02,-1.006331475144765508e-01,1.462908073972138748e-02
-8.482356028240933821e-02,1.158958525705679754e-01,-3.125723084082661363e-02
-4.630664873046913543e-01,-3.048485450273273611e-03,8.541757255318790931e-02
-1.055052745726712954e-01,1.168636028610409439e-01,1.095553605647135442e-01
1.831471058278361097e-01,-9.036278783411764992e-02,-3.250604775347027409e-01
-1.680165694815117291e-03,3.326286510852167339e-02,1.578822913500385894e-01
-2.345068052576997075e-02,-8.501109052275064581e-02,-3.751906778461857050e-01
1.041985029620648151e-01,1.588286928205073223e-01,1.570336138958082495e-01
1.528115193596528143e-01,3.354182889513902810e-02,1.409470526097849619e-01
1.498785527954605568e-01,3.038844047481089605e-01,1.792756670883018377e-01
1.770629208301841007e-01,-1.232895035499098901e-01,3.757101594284797952e-01
8.877816221241580097e-02,-6.689415651572834520e-02,9.371527913354463224e-02
-2.768674564247439185e-03,1.575484332837698287e-02,4.955766374310072858e-02
-3.282637960652651232e-02,-5.451512137469857744e-02,1.032565227464188190e-01
4.438264263524959730e-01,1.879181094214955883e-02,2.620693269232378386e-02
-2.039571210408567259e-01,1.064161595923408532e-01,-2.095731634722345499e-02
4.093742778703645113e-01,-6.195662592264587765e-02,2.973576257586153515e-01
3.928368388209368955e-02,-1.637982985334369423e-01,1.422757228887273351e-01
-2.243648479515568117e-01,-3.338634193581310194e-01,-9.393652089173988584e-02
-6.694311971034747066e-02,-4.015660185019550021e-01,3.186087678586552729e-01
-2.991589909997577346e-01,-2.723043436530676598e-01,1.865086656661793796e-01
2.737259819097593860e-01,-2.481077344916642891e-01,-1.093690295263560208e-01
-1.011933089860253820e-01,1.318778849685246259e-03,-3.610542395895739443e-01
-2.582190691500559354e-01,-1.470692170751487782e-01,7.840605915514800572e-02
-5.607129015175148917e-02,7.066599136731761821e-02,2.421680350876521670e-01
1.259402872903980439e-02,3.761629297993646093e-02,7.511018385495535354e-02
6.358695292231122953e-02,-3.779710490005423751e-02,1.005131105074226205e-01
-7.136400412025245554e-02,9.851068850225651319e-02,1.561260142525670580e-01
3.076790236424603031e-01,-8.918715020167844454e-02,4.956995300565074647e-01
1.284028028196573454e-02,-4.455393003720474199e-01,-9.249891685090536053e-02
-1.384175603154241038e-03,7.627557348414092803e-03,1.674212238008754294e-01
-3.188100568583571159e-02,7.242680532950072914e-02,6.075171292919729904e-01
-5.976949597077538257e-02,-3.749223691975041572e-01,1.508637403356849829e-02
2.805190746378813382e-01,-3.677846795391019330e-01,2.034544739795927648e-01
-7.958172775564700818e-02,-4.413152627327155408e-01,3.464634207618983441e-01
-3.226328622623873127e-02,-2.943156898375854369e-01,-2.892300961587738195e-01
-1.566752045023473705e-01,1.508914666618457745e-02,-2.994351466919074611e-01
7.082299516593670852e-02,2.832484083621069487e-02,1.605310905280864509e-01
-2.467211829069491935e-01,-4.779350836221603338e-02,1.612802013585853955e-01
-3.846654435375184700e-01,6.295930332366377058e-02,-1.531322801705826686e-01
5.913372855547760487e-02,-1.771945598954794143e-01,1.668848247862877721e-01
2.288375835732936459e-01,-3.271390682781868398e-01,3.279042859088809325e-01
-1.279888172993423057e-01,3.127874054398795955e-01,-1.971452645987914198e-01
2.677532026908623353e-01,-4.034254358236306071e-01,2.635569081784943160e-02
-1.690886330566596374e-01,-2.099190209195016532e-01,5.193335939095246045e-01
-5.826838950928460437e-02,3.013113914122232326e-02,-2.457810601927342686e-01
1.641898134641862905e-01,3.357936167951681705e-01,-1.545278856612226359e-01
7.876136145031222002e-02,3.484156699035270144e-01,2.867036980878184260e-01
1.161020866835271170e-01,5.020127331854774139e-02,2.810600112505841075e-01
-1.555271270232909397e-01,1.513189161139574246e-01,8.006990476185661676e-02
1.978721040450755198e-01,-1.630591065946165874e-01,3.252099851093863125e-01
8.008957914688993873e-02,-2.486867293952108315e-01,-9.203439534662984089e-02
1.694219416834798764e-01,2.042878021451726145e-01,-2.312734529586196186e-01
-1.426342259927627053e-02,3.047174904882132829e-02,8.287355959883424550e-02
1.415345396518192800e-01,-4.309657331376121753e-02,4.460494805784278594e-01
1.934660710397568262e-01,-2.777717727930376634e-01,1.112571398699135627e-01
1.484489454998467461e-01,1.638002927905752096e-02,1.286743613188646995e-01
9.926513646738574503e-02,-2.102467400478630621e-01,1.834971291268410187e-01
-1.512368638870030535e-01,1.082765916007251972e-01,1.584115141555850204e-01
6.343799852057632749e-02,-7.400337705585731396e-02,5.722882682066049442e-02
2.441495730940872466e-01,2.132989949665051455e-01,4.988545117195154477e-01
1.478738452716813617e-02,2.792951661602346425e-01,-2.263390793614114549e-01
-1.409286271440658538e-02,3.325398885385622005e-01,2.044124420857820756e-01
1.685903819826426731e-01,2.280278809814069441e-02,5.914917662003984500e-01
-1.774934800082597075e-01,3.359668269110391986e-02,-3.511835301808841070e-01
3.868805457674902304e-02,-8.941528439664409023e-02,4.304774127876929146e-01
1.388984343760246709e-01,-2.101536480898392456e-01,1.458576502183048240e-01
4.443463422804373453e-01,-2.250816517897516467e-01,2.024191219182763235e-01
4.837627371747132976e-02,5.598037214511690507e-02,4.318759493124362803e-01
3.628126501681842031e-01,-8.943873763342520544e-02,-3.369727692614878090e-02
-8.562589468866037279e-02,-1.299794639778317495e-01,7.888515936508048998e-02
1.908976991239794835e-02,4.934552463108929365e-02,1.183016610241726801e-01
1.119447633524842112e-01,-1.650140551361559474e-02,1.411643765896860581e-01
3.650257820451056623e-01,-6.272304736579217832e-02,9.311850678131719516e-02
-2.482319344624135671e-01,-2.575101588268028374e-01,-5.486061203898487393e-02
3.792751085973352643e-01,-1.470158753122421669e-01,2.905779484288943393e-01
-4.582634269913767044e-03,-3.279565959724217716e-02,1.598333761388387730e-01
-2.244468202880499919e-01,-3.553721168348396020e-01,2.460415154524815406e-01
-3.081240987663944053e-02,-3.195947107948000909e-02,2.463623883023719624e-02
9.248330357558869064e-02,-1.577717877913942524e-01,1.797300741711382321e-01
4.196611407803698540e-02,-1.444373132273522042e-01,2.201804909268109400e-01
-1.489021425019606826e-01,1.130092211703485200e-01,1.614776112120574481e-01
-6.921538042425350035e-02,-2.855664928075183906e-01,1.129178373208718777e-01
-2.497715537908690164e-02,2.281615908393099315e-02,1.634599904287383498e-01
1.134793673071149145e-01,-4.061428851651477934e-01,9.762914500298400244e-02
-2.328015106099704523e-01,2.630143201495753758e-01,1.816577871096140551e-01
-3.541271477590102190e-01,5.973593025936571599e-04,3.211117662228145098e-01
1.218863576265005050e-02,3.166357947538854523e-02,1.610671667838748655e-01
-9.950405069598024232e-02,4.294599926178999105e-02,1.447974934027594363e-01
1.403430424368676821e-01,-3.107663651336269317e-01,5.522686523042184825e-03
4.839734966824937867e-02,2.714382768515141153e-01,3.741822733871348616e-02
4.005114194428356367e-01,2.413867965034203200e-01,1.531621756434742854e-01
2.808144532863334208e-01,-2.736183184208598185e-01,2.780320201428280319e-02
1.749479629934621583e-01,-2.982336954978240806e-01,-2.419581354701447751e-01
3.937444342136979802e-01,-1.904141301296316535e-01,-7.424078284817371698e-02
4.454055967892533302e-02,-1.072626342484286621e-01,6.009391424689396188e-02
-2.349646338203174312e-01,-4.654333782296129346e-02,2.783359104954411523e-01
-7.268810586576368582e-02,2.498190282407779586e-02,1.770643323609770725e-01
-4.020223089309775122e-01,2.780181476163892107e-01,2.209779895838975133e-02
4.033252335551514856e-01,-1.433810176831769867e-01,-1.466524232733131816e-01
2.700311900182142399e-01,1.403352476595692844e-02,1.081882821954240903e-01
3.781393311949816094e-01,-4.033309105875557132e-02,3.546880383280007210e-02
3.670366854242754218e-01,-9.718297945340501065e-03,2.652891258462385937e-01
-2.785078244491192567e-01,-5.514683837591917437e-02,-4.220202002414041864e-02
-2.207999183716973790e-01,1.818900848396796943e-01,2.583094102207921239e-01
-2.728145534838709307e-02,-1.530525234495711505e-02,1.643657671242046980e-01
-9.450477131539135323e-02,-1.207430292546267520e-01,4.555677779193079147e-02
-2.227595742274582069e-01,-8.798688775595303602e-02,5.164656507806144603e-01
5.617855370970559203e-02,-1.316317336175699126e-01,-3.337704116850320757e-01
-2.091635961251363529e-01,2.301874503042182149e-02,-1.095685147563899703e-02
5.749893833683483030e-02,1.715388278900307206e-01,-1.864780794666123231e-01
-2.238041201183820772e-01,-1.197557201221173540e-01,7.739851557041284302e-02
2.978633584093682077e-02,4.939190190242225831e-01,3.308431690268698322e-02
4.629909830932056602e-02,8.725527967644269856e-02,2.319995148197368240e-01
-5.805369005517608400e-02,-8.902936700428763783e-02,2.307327063641210763e-01
-4.829896288587451000e-04,6.328127788409323301e-03,1.678943516636874911e-01
-1.399189435657170189e-01,-1.728527310380592874e-01,1.631478501377822410e-01
1.838351553213556644e-01,3.845604690931921366e-01,3.376966449657940461e-01
-8.081563816314893400e-02,-6.880862885965734199e-02,8.623105379910614432e-02
-1.566740699624407096e-01,1.346704290971053319e-01,4.961979969172515825e-01
3.439727665163043180e-01,4.107017767824065746e-03,3.605308883239934925e-01
-2.015662438733980266e-01,3.933571373360351675e-01,-8.491653481612287946e-02
-2.724742080598174798e-01,-1.437427198985112287e-01,3.471045904966496010e-01
-2.852176595652601288e-01,1.364132741072904553e-01,2.162087802112012958e-01
3.778178217227040614e-01,2.569041662745276400e-02,4.395126764064380409e-01
1.115794388357139316e-02,-9.777356662496855533e-02,4.928343032984132677e-01
-2.278099883153856253e-01,1.264975539133293414e-01,4.297953457184146564e-01
2.339428839613358624e-01,7.003741706054975036e-02,2.743664734482339496e-01
4.962866063580022129e-03,1.201848256865212239e-01,1.389118921801888451e-01
-2.393023746102332927e-01,2.561437496432309238e-02,5.453093989560280352e-01
-2.734017614600308538e-02,-4.658142426698572841e-02,1.307309398066671680e-01
-3.587359243005006637e-01,2.521968173260565049e-02,4.347758391716234905e-01
2.982484918251877004e-01,-2.170684016002839556e-01,1.604557263939955514e-01
-8.504153198420282000e-02,4.426437504672721401e-02,5.862468154170814572e-01
-1.136954607325339761e-02,4.246379035536640423e-02,-7.555202646976341696e-02
-3.380658308750052188e-02,1.789963217646041993e-01,2.929688004480919816e-01
9.054458925528580115e-02,-3.472994823965285249e-01,2.905299968844528014e-01
-1.485406571572749079e-01,-9.557622116850467142e-02,2.576289208066371850e-01
1.446370089318993989e-02,-2.738757913716067804e-01,5.415770907937269563e-01
1.353742107979776510e-01,-3.465810096358140635e-01,3.541603302815262699e-01
-3.302266739343134860e-02,-4.334004851263571073e-02,2.837604004357630050e-02
1.268807957948552174e-02,1.191760791901658734e-01,1.264800744844224445e-01
1.574239961252840991e-01,-4.197522292595578519e-01,3.377469249387083927e-01
-1.346345375091032581e-01,9.316408560161568153e-03,8.485709972841656845e-02
1.341651288611170612e-01,3.613131221863957188e-01,-1.701738939716369858e-01
1.159924445650989816e-01,-3.193164685690824678e-01,4.735884887032827950e-01
2.077513645274631227e-02,2.896090244588193571e-02,7.429504178991566676e-02
8.562070780968039641e-02,-2.757043563660527968e-02,1.374807415166261482e-01
-1.737778884785215749e-01,2.544575530740927211e-02,2.715207668559697640e-01
-5.556630934225738339e-02,-3.786621598750889994e-01,-7.227061214293074853e-02
-3.352195019984192254e-02,8.671202134409447537e-02,1.263913242123360613e-02
3.265954003971882624e-01,-5.837151446146243705e-02,4.926621676611467326e-01
1.942237827171262032e-01,3.547227404799725425e-01,3.117283838517269090e-01
-2.203578066415398662e-01,-1.364734124193869337e-02,3.522141172931817499e-01
6.126545098533774103e-02,5.930280879234106628e-02,3.290330077263343284e-02
1.272779325004569362e-02,2.565480113464777001e-02,6.886444894097076830e-02
-4.502770011048008447e-01,-1.098891486982339488e-01,1.170123973504888504e-01
-2.160728214705536776e-01,1.928855004421128339e-01,5.009093696445094945e-01
2.140754044073479856e-02,-1.095897488305291184e-01,1.231760647145269394e-01
2.841867776799241185e-01,-1.091463952065287318e-01,4.400975462449180919e-01
-1.732287265144217270e-01,-2.036117913609932772e-01,-1.594554454310035119e-01
-1.801192993848632351e-01,1.148707981195627587e-01,4.869948787859279538e-01
3.642411624657442004e-03,2.105953184949059809e-01,3.904384673517862225e-01
-5.960637965604746735e-02,1.003386995898753048e-01,6.033765990084835051e-01
-3.965342600541751222e-02,4.296342134788785905e-02,1.521740923877283602e-01
-2.434541856622512296e-02,3.678321762818402563e-02,1.617260516002623771e-01
1.705424762730081353e-02,1.236738853012245842e-01,1.123332261955419797e-01
-1.416495071395404703e-01,1.032233732843958196e-01,2.584669484299398357e-01
3.470114318537606546e-02,-4.674227242910164448e-02,7.875580995478179136e-02
8.344901155082851130e-02,-2.605196412794753558e-01,-6.551054003950074200e-02
-6.665190514346533424e-02,-3.801138881114867613e-02,1.505847489343877244e-01
-9.594493717523078224e-02,-2.493818265840747062e-03,1.788177608314876210e-01
-4.100955758247828431e-01,2.071253336204546547e-01,2.173151384312732581e-02
4.927551585256328276e-03,4.595805680894465839e-01,3.263976867693905159e-01
1.685346414315544439e-01,-4.018575096286870485e-01,2.002236016008682173e-01
-9.415949681987342834e-02,-8.931827916082921148e-03,1.598408003779537845e-01
9.561473240705159471e-02,-3.945403094992848692e-01,2.329435737523692374e-01
3.356693493814125739e-01,-3.067143969939734593e-01,-8.246129219314490832e-02
-3.253101531451772499e-01,-2.555151013601796306e-01,-1.254740528998279925e-01
1.956894591203101053e-04,-2.139478296223763093e-02,3.921514128472242122e-01
2.247160387016552616e-02,-1.553674804211784277e-01,-2.360179890463448560e-01
8.917242357205509840e-02,-1.316300648667923789e-01,1.212610013911352702e-02
-4.510956750617418076e-01,-3.874406501835827438e-02,3.244380272057086345e-01
1.398559237196640714e-02,-9.234701754175798916e-02,2.714010642533438156e-01
2.980857351482585349e-01,-5.616877077239651461e-03,-3.375808322425887659e-02
4.519551371045724686e-01,1.332555023128949578e-01,-9.323353436079031761e-03
6.167862543112523355e-02,1.947173346014257622e-01,5.724653329187882056e-01
5.524168008689292475e-02,2.972603624360132812e-01,1.984103683337189450e-01
3.060438259660518828e-02,-1.753562697283822525e-02,3.830038422947375232e-02
2.903232577288375471e-01,3.949949333713709820e-01,1.437151778333251584e-01
-1.973924836385065884e-01,-7.030874400591956286e-02,2.748168600501863512e-01
1.728340154567642450e-02,9.410447987069604781e-02,-6.560280773164826884e-02
4.534026028952819337e-02,-4.967207881107311984e-02,1.304334300389839718e-01
-3.181597750681131043e-01,-5.106097699230444098e-02,-1.037024261207223214e-01
-2.058826263871856715e-02,-8.127439933146552407e-04,2.059638805594350697e-01
1.187348123499654406e-01,1.560171054725809636e-01,-2.977139540710747184e-02
6.323176159456148082e-02,6.145960822869611651e-02,2.165217938226879912e-01
2.885775867772881753e-01,1.785253587300980604e-01,2.555664764009815126e-01
-1.625308521478371626e-01,-4.671726908189015315e-02,-3.564234959868307073e-01
-5.685815407492469942e-02,2.711404005013836604e-01,2.273779306378692355e-01
-7.430217683474189816e-03,1.456641767811837351e-01,-1.262411978136683266e-01
3.542716628264540035e-01,2.319478738187092937e-01,-7.512281480940065370e-02
-7.813921717218400009e-02,-3.159186148804085104e-01,-2.422596760661050730e-01
-1.516303832194546841e-01,-3.624892205050224414e-03,-2.345691487145012410e-01
2.821746261225078767e-01,-1.545516737293424481e-01,-2.674516744180689409e-01
2.575076888833439104e-01,1.500872002492346924e-01,-2.886163538413275553e-01
4.720939957472906900e-03,7.604852687717071624e-02,1.741334272324754351e-01
9.797173202397221892e-02,1.541579413218210071e-01,-3.499761483381295113e-01
-7.064518852835682816e-03,1.046003744287515858e-02,6.992573968669039963e-02
-3.094552821241820517e-01,-2.188231572719104845e-01,-1.548692545309315050e-01
1.297580930749717976e-01,6.781290143834461936e-02,7.469335933318893561e-02
-1.592716344316655319e-01,7.266692313108755880e-03,1.682513420241065205e-01
1.144430985506524473e-01,5.580697356291119959e-02,1.320317598117284053e-01
8.909749437680777873e-02,-1.767397222792221612e-01,1.093378711439132178e-01
-2.933240582657121662e-02,-4.565228113450460479e-02,1.498427184706201398e-01
1.279088940711566869e-01,6.167003239275603566e-02,6.033902844517142761e-01
-7.554893942551503538e-02,1.163007304712763007e-01,-5.032483055734868205e-02
-1.905805284683641521e-01,-1.750854977126095890e-01,1.283602265067741444e-01
1.686641822188289230e-01,1.785455625368575494e-01,-3.092788066059327101e-01
-5.095901008353422718e-02,1.648097542964393480e-01,2.625772755428989469e-01
1.412145118007968048e-01,-1.269947598331167271e-01,5.012385067524669502e-01
2.689163415906137278e-01,6.362428530399283355e-02,-2.835959336092356842e-01
-6.603202278370663703e-02,5.076237493516323751e-02,5.169571020075486301e-02
6.195017651726225649e-02,9.084288932721204524e-02,4.828945216258194173e-01
-2.137790279672758254e-01,8.323773754868406261e-02,-3.199871227463132461e-01
-2.063866328147266338e-01,-3.236722052220023654e-02,5.721446414350287446e-01
1.598156579772271046e-02,8.769013626040061959e-02,3.779017039245528009e-01
-1.300079923492636902e-01,1.490173726555144573e-01,-2.626613744546612561e-01
5.608461230541586517e-02,-2.695978484653576701e-01,5.299510536792620408e-02
1.149014125356202370e-01,-2.178086637735490438e-01,-9.110251610345426743e-02
1.508197002120876262e-01,2.389852747235586272e-01,-1.016086923758894450e-01
-4.585043096060587714e-02,1.827483990264847924e-01,-2.295259394003598130e-01
2.329033445230601490e-02,-1.695284673644095741e-01,1.082554353059485969e-01
-1.318729881334159693e-01,1.339036504720702292e-01,5.023842633599058249e-01
-1.185032775326423787e-01,-3.781019973327581774e-01,-8.671431721345677912e-02
-1.348786839933449888e-01,-6.259163978148554741e-02,2.918590063225421499e-02
-1.952810321212962719e-01,1.111142476554359271e-01,5.678582435161779740e-01
1.826863647862938533e-01,-4.483712467091614112e-02,1.642949660263701150e-01
-1.149292964024403590e-01,-3.459374835799476355e-01,8.069578458215734273e-02
-1.240527597707989649e-02,2.643157531835522642e-02,1.585508354620321358e-01
2.496460173319602349e-01,4.206153525891138112e-01,2.428860080405347011e-01
-2.093553353274123785e-01,1.761995937757218633e-01,-1.017437407126062371e-01
-2.176522779052469103e-01,1.343357711941516874e-01,5.421450660938609278e-01
-3.906683860282309656e-02,9.130312861816439196e-02,5.198366421805126342e-02
1.575758399782391933e-02,1.539646573733265827e-02,6.198525996758087464e-01
-4.503660365806595040e-02,2.278289910287026598e-01,5.671696658582237038e-01
1.359667043658845942e-01,-5.526604794035937934e-02,5.781285161325191435e-01
-2.136271240186383147e-01,-1.971641663495249386e-01,3.509727971545606451e-01
1.449285210311667127e-01,5.511455700859319018e-02,2.715977271102488211e-01
-2.281289893129395951e-01,-3.505504830373749603e-01,2.361995774211719801e-01
9.338664353933945339e-02,7.376076542798698510e-02,-1.455174661541545206e-02
2.497704238193033943e-01,7.018666409439315579e-02,2.565466668158201680e-01
-6.380275948573711775e-02,-1.026733829051511837e-01,4.614822801769479788e-01
-8.197027198563366923e-02,3.320157394822210312e-02,1.388528563555619377e-01
4.190597733418312265e-02,3.399345890426475059e-01,2.304720234977396254e-02
-6.030417144605833973e-02,-1.518364249066339322e-01,1.824663656149007329e-01
4.278312233831264855e-02,3.459243978210041481e-03,1.529903921468702688e-01
3.508115350377342956e-02,-2.381138301836391025e-01,1.467963935629394145e-01
9.177568384097356535e-02,-2.446606569672378495e-01,-1.331124376890033267e-01
-3.623416531004121088e-01,9.611759381144220626e-02,3.099408033180164890e-01
5.106320214526141599e-02,2.493845628265838055e-01,1.251862117768932914e-03
1.332550367583150430e-01,-8.967840764825595057e-02,-3.356909063785067787e-02
-3.751122439031771005e-01,6.550095583897594387e-02,1.706183791630318802e-01
-1.369194699491128597e-01,3.743272610512754506e-01,-1.297561772816458181e-01
-2.976915817100778475e-02,2.433930735750377272e-01,1.555678163913129797e-01
1.141525744273896581e-01,-4.947574550848474195e-03,2.797299111964595131e-01
-2.342901459049431256e-01,2.850910747669316847e-01,2.446903157623357694e-01
-1.127064862458148353e-01,1.090205511140662636e-01,5.561980990422621396e-02
1.585618940051207737e-01,-8.015613359018063100e-02,1.469187722370633442e-01
7.026710127699970637e-03,5.019197344409689204e-02,1.472504401101314975e-01
2.628840334470723406e-01,-5.595601367539700111e-02,7.165569379694874952e-02
-7.925919925317798098e-03,4.311465095708102990e-02,3.583946376063398831e-01
-1.033761679132305517e-01,7.998621757699334034e-02,6.056772579186292527e-01
-2.474557504172435474e-01,-3.227296422736374293e-01,1.123100777131096628e-01
2.160490957361757558e-01,2.427608995767457090e-01,4.842297941502026193e-01
3.863414553394269729e-02,4.808409269205475567e-02,1.648016896302839096e-01
6.537040047138147070e-02,-1.552901645145001452e-01,4.439215637222171384e-01
7.055784040234679144e-02,-2.617191648147892610e-02,6.460410492564411244e-02
-5.506375036926178246e-02,-1.158430276507436130e-01,1.205871866825259653e-01
-2.040229379154906431e-02,6.722489011179907936e-02,4.378585981625363749e-02
-1.968051104959101516e-01,4.628632045259348932e-03,5.552451226753940539e-01
-4.393730958204504766e-01,-9.178644819668689558e-02,2.312470684685483113e-01
1.414724432262075282e-02,9.160526841099103645e-02,-7.162699417520929090e-02
1.536122057404863406e-01,8.901232129692979167e-02,3.548531129870823309e-01
3.912727888624698558e-01,1.123352399506876154e-01,3.231895623902206194e-01
-2.180394750240581825e-01,-6.296303531888097771e-02,6.380594868719677293e-02
-7.880919115213876058e-02,-3.136631122951429040e-02,1.300220108923489659e-01
-1.591459251781675646e-02,1.726420527849344966e-01,-3.079199629661920623e-01
2.754779757815143948e-01,-2.451649039511783479e-01,-2.094156557286815379e-01
5.285793025099715797e-02,-4.117575506223592474e-01,3.621222966550137201e-01
1.022224292835986342e-01,2.977885889622314819e-01,1.781992918397957426e-01
-1.690567323112376549e-02,-3.955312517378786752e-01,-1.577650148886665937e-01
3.548791453385921058e-01,3.590188252655998058e-01,1.176966133234028378e-01
5.624747850250332720e-02,2.441724002036484431e-01,6.609300798325112858e-03
2.674959464620902949e-01,-1.270310885267115497e-01,5.242977057450954881e-01
-1.309096964262575213e-02,2.571903386960665006e-01,1.606763362375028259e-01
2.130569180321055800e-01,-1.625856744237929863e-01,5.468261450357170261e-01
2.823940615137910393e-01,8.293734579672612517e-02,-2.910707552393705377e-01
2.457558617118297262e-01,1.617611493046600679e-01,3.464789629522380121e-01
5.416298705660258644e-02,-4.490041860064004214e-02,9.392320759972415389e-02
-1.696575279409721082e-01,5.164353987105233662e-02,-1.129731034912753590e-01
-2.177754980376200855e-03,1.945458840374757192e-02,-2.373884985388199642e-01
-1.356649409878922241e-01,1.030439695671152706e-01,4.936668071519425549e-01
-9.884637907912624533e-02,-1.636380780161621196e-02,7.287371444570464596e-02
6.469884871704036089e-02,-2.098459065969465742e-01,-2.903770589944710268e-01
1.854610965965720198e-02,-6.576080163896988462e-02,1.004815692424696066e-01
-1.862938744408741409e-01,1.210618107710073887e-01,2.089672548344020386e-01
-7.269963722147931851e-02,1.896262682755525120e-01,5.213545689314324355e-02
-3.225036120618450519e-02,1.044271490587191098e-01,7.267941935509797391e-02
-2.314126655604702987e-01,2.497390329772118667e-01,-9.313527008756421199e-02
-3.613208528807236863e-01,1.367915216259411593e-01,2.496077430990968626e-01
1.161503487496063913e-01,4.053890574402446711e-01,1.418816659445694406e-01
2.802784415649089422e-01,9.344549629814032088e-02,-2.683621017389897778e-01
-1.198393393267274537e-01,7.573193272193520786e-02,9.028972515508651431e-02
-7.507503051470211519e-02,1.825124969663679264e-01,-3.442111371533677078e-01
1.791209682760137589e-01,2.186797449562394857e-01,3.599132231197736398e-01
-1.450173489796745957e-02,-3.033307260341227760e-02,5.266062481008730589e-02
-8.475575405067423129e-02,-1.586343968330163404e-02,1.755217648071016878e-01
-1.235462076817600841e-01,-2.986588799103476743e-01,4.485859359661185652e-01
-1.963266583016338718e-01,1.858457979139443439e-01,5.638500897059973982e-02
-1.205601829525885550e-02,-1.713641964429913483e-02,7.114107488481674624e-02
-1.235753691092781326e-01,-3.423106516208501704e-01,-8.691462741605651687e-02
5.438030742450481597e-02,-5.205082492215351575e-04,7.517386012863958022e-02
1.346011378351239796e-01,8.512855137093919278e-03,2.258997044771193508e-01
2.770990441821037931e-01,-1.071268407947613410e-01,-4.532705947161881632e-03
-4.204976612754088849e-01,1.858109867409755422e-01,3.189566708343469226e-01
9.849429107731030864e-02,1.002279122263709521e-01,1.262053715000321652e-01
-2.521158926799202046e-02,4.887324599574976447e-01,4.932523475021614867e-02
-2.155717711972026385e-01,-2.504481574808258837e-01,-2.524391102519047206e-02
3.476172486845901383e-02,-2.549635739337499651e-01,-2.103603323928672775e-01
1.187382036764123711e-01,-3.622340358151292516e-01,1.350121268934202090e-01
1.625892075311527185e-01,2.028550745055066884e-01,4.435294025926417305e-01
1.924185643513417476e-01,-4.131985448485174690e-03,5.847787901435486102e-01
-1.558553557797141137e-02,-2.872520262646824363e-02,1.588696559684487364e-01
1.973077666802504626e-01,-2.907238219509210020e-01,-1.240087310149044497e-01
2.639520003447461960e-01,-1.624698706316162269e-02,5.369985177289130496e-01
-2.400620173327773221e-01,4.042989041069166012e-01,-5.462092952484044750e-02
-1.317884085230631441e-01,-2.970198767093433778e-01,4.405653872410835170e-01
8.403281107618018608e-02,3.402963106226755685e-01,4.518181332591562072e-01
1.154164100446372909e-01,2.260254295347851466e-02,6.017590291354649734e-01
-1.584745147332987658e-01,1.055031516007694375e-01,5.457413388904031049e-01
-1.432904728410840101e-02,-3.263717125756192099e-03,-3.860154825512165377e-01
-8.305179123069002245e-03,3.586203843438815625e-02,5.090614981435337416e-02
9.204107129668287479e-02,8.647716331219018615e-02,1.816660677220754971e-01
-8.660345084391909976e-02,6.383690953078423325e-02,1.044980920911293826e-01
-3.680639840955836073e-01,-5.171106474003066278e-02,1.117093882956250450e-01
-1.003205205956304719e-01,-1.019508353804977063e-01,8.566459347057461815e-02
3.560696910175048524e-01,3.256499843663635541e-01,1.847463279813049974e-01
-3.581731671606385170e-01,2.636816111917573702e-01,3.564570108877915255e-01
